"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"Yes","Yes","Fiber optic","One year",41.0,109.1,"No",0.8809624412029858,0.11903755879701426,"No",0.7619248824059716
"No","No","DSL","Month-to-month",2.0,29.85,"Yes",0.7654041670613596,0.23459583293864048,"No",0.5308083341227191
"No","No","Fiber optic","Month-to-month",4.0,76.65,"Yes",0.42518479942777865,0.5748152005722214,"Yes",0.1496304011444427
"No","No","Fiber optic","Month-to-month",15.0,101.75,"No",0.5279768212122454,0.4720231787877545,"No",0.05595364242449091
"No","No","Fiber optic","Month-to-month",47.0,75.45,"No",0.8649883970899369,0.13501160291006314,"No",0.7299767941798738
"No","No","DSL","Month-to-month",8.0,64.1,"No",0.8037206663561899,0.19627933364381003,"No",0.6074413327123799
"Yes","No","DSL","One year",29.0,19.85,"No",0.957846420726883,0.04215357927311688,"No",0.9156928414537661
"No","No","DSL","Month-to-month",25.0,19.05,"No",0.933202513060055,0.06679748693994503,"No",0.86640502612011
"No","Yes","Fiber optic","Month-to-month",3.0,94.85,"No",0.28215926260691276,0.7178407373930872,"Yes",0.4356814747861744
"Yes","No","DSL","Two year",69.0,46.25,"No",0.9587679779784567,0.041232022021543246,"No",0.9175359559569134
"No","No","DSL","One year",14.0,19.35,"No",0.9534847547885309,0.04651524521146908,"No",0.9069695095770618
"No","Yes","Fiber optic","Month-to-month",39.0,90.7,"No",0.6642975314219804,0.3357024685780196,"No",0.32859506284396084
"No","No","Fiber optic","Month-to-month",31.0,101.4,"No",0.7225330637862912,0.2774669362137087,"No",0.4450661275725825
"Yes","No","DSL","One year",52.0,68.75,"No",0.9540827211703586,0.04591727882964149,"No",0.9081654423407172
"No","Yes","Fiber optic","One year",28.0,100.2,"No",0.7770185279240215,0.2229814720759786,"No",0.5540370558480429
"No","No","DSL","One year",17.0,19.35,"No",0.9541544637414718,0.045845536258528184,"No",0.9083089274829437
"No","No","DSL","One year",58.0,45.0,"No",0.9519622537942013,0.048037746205798704,"No",0.9039245075884026
"No","No","Fiber optic","Month-to-month",17.0,81.5,"Yes",0.6026314313203882,0.3973685686796118,"No",0.20526286264077642
"No","Yes","DSL","Two year",51.0,25.5,"No",0.9584342727628506,0.04156572723714941,"No",0.9168685455257013
"No","No","Fiber optic","Month-to-month",52.0,84.1,"Yes",0.8574587317188996,0.14254126828110045,"No",0.7149174634377992
"No","No","DSL","Two year",27.0,19.6,"No",0.9572215143359707,0.04277848566402944,"No",0.9144430286719413
"No","No","DSL","Month-to-month",3.0,36.45,"Yes",0.7362828116663431,0.2637171883336568,"No",0.4725656233326863
"Yes","No","DSL","Two year",58.0,20.3,"No",0.9593005830297819,0.04069941697021808,"No",0.9186011660595639
"Yes","No","Fiber optic","Month-to-month",34.0,89.85,"No",0.7914820311080404,0.20851796889195962,"No",0.5829640622160808
"Yes","No","DSL","Two year",3.0,19.1,"No",0.9570480569017153,0.04295194309828463,"No",0.9140961138034307
"Yes","No","DSL","One year",22.0,69.5,"Yes",0.9528852472255664,0.047114752774433666,"No",0.9057704944511328
"Yes","No","DSL","One year",64.0,65.8,"No",0.9549994689166833,0.04500053108331653,"No",0.9099989378333668
"No","Yes","Fiber optic","One year",51.0,79.6,"No",0.9070275022616254,0.09297249773837456,"No",0.8140550045232509
"No","Yes","Fiber optic","Month-to-month",41.0,80.25,"No",0.7579462508231959,0.24205374917680414,"No",0.5158925016463918
"Yes","Yes","DSL","Two year",24.0,24.7,"No",0.9588917094175017,0.04110829058249824,"No",0.9177834188350035
"No","No","DSL","Month-to-month",3.0,29.75,"No",0.7766437226285127,0.22335627737148725,"No",0.5532874452570254
"No","No","DSL","Month-to-month",3.0,29.8,"No",0.7762419295282096,0.22375807047179053,"No",0.5524838590564191
"Yes","No","DSL","Month-to-month",12.0,56.3,"No",0.9065930299259674,0.09340697007403269,"No",0.8131860598519347
"Yes","Yes","Fiber optic","One year",53.0,105.25,"No",0.8986410993163472,0.10135890068365284,"No",0.7972821986326943
"No","No","DSL","One year",61.0,43.7,"No",0.9525966159918123,0.04740338400818761,"No",0.9051932319836247
"Yes","No","DSL","Two year",26.0,19.65,"No",0.9587381018789,0.041261898121099906,"No",0.9174762037578
"No","Yes","Fiber optic","One year",54.0,106.55,"Yes",0.8107161274151548,0.18928387258484522,"No",0.6214322548303095
"No","Yes","Fiber optic","Month-to-month",10.0,86.65,"Yes",0.3642932741866674,0.6357067258133325,"Yes",0.27141345162666514
"No","No","DSL","One year",11.0,20.55,"No",0.9524373566235957,0.047562643376404236,"No",0.9048747132471915
"No","Yes","Fiber optic","Month-to-month",37.0,106.75,"Yes",0.5699431953862135,0.4300568046137865,"No",0.13988639077242704
"Yes","Yes","Fiber optic","One year",66.0,110.6,"No",0.9070306136759583,0.09296938632404177,"No",0.8140612273519165
"No","No","Fiber optic","Month-to-month",22.0,93.2,"No",0.6393691042796695,0.3606308957203304,"No",0.2787382085593391
"Yes","No","DSL","Two year",68.0,85.0,"No",0.9569563973503329,0.04304360264966708,"No",0.9139127947006658
"Yes","No","Fiber optic","Month-to-month",52.0,85.8,"No",0.8765404140395857,0.12345958596041438,"No",0.7530808280791713
"Yes","No","Fiber optic","Month-to-month",10.0,91.1,"No",0.5404684456174932,0.45953155438250676,"No",0.08093689123498643
"Yes","No","DSL","One year",47.0,20.05,"No",0.9582529279952644,0.04174707200473554,"No",0.9165058559905288
"Yes","Yes","DSL","One year",24.0,74.8,"No",0.9536136176592481,0.046386382340751785,"No",0.9072272353184964
"No","Yes","DSL","One year",65.0,24.8,"No",0.9577017062005996,0.04229829379940051,"No",0.915403412401199
"No","Yes","Fiber optic","Month-to-month",4.0,100.85,"No",0.2810613208991106,0.7189386791008894,"Yes",0.43787735820177875
"No","Yes","Fiber optic","Month-to-month",1.0,81.7,"Yes",0.2975896830241303,0.7024103169758696,"Yes",0.40482063395173934
"No","No","Fiber optic","Month-to-month",33.0,68.25,"Yes",0.8361767758719524,0.16382322412804767,"No",0.6723535517439048
"No","No","Fiber optic","Month-to-month",34.0,105.1,"No",0.7411756238657818,0.2588243761342181,"No",0.48235124773156374
"Yes","Yes","DSL","Two year",65.0,79.4,"No",0.9568485751317165,0.04315142486828346,"No",0.913697150263433
"Yes","No","DSL","One year",23.0,57.2,"No",0.9537492940834352,0.04625070591656466,"No",0.9074985881668706
"No","No","Fiber optic","Two year",49.0,94.8,"No",0.9401388870896898,0.0598611129103101,"No",0.8802777741793797
"No","Yes","Fiber optic","One year",60.0,102.5,"No",0.834693493766439,0.16530650623356102,"No",0.669386987532878
"Yes","No","DSL","One year",69.0,20.35,"No",0.9586218268096979,0.041378173190302105,"No",0.9172436536193957
"Yes","No","DSL","Two year",13.0,20.85,"No",0.9579489709881074,0.04205102901189245,"No",0.915897941976215
"Yes","Yes","Fiber optic","Month-to-month",41.0,88.5,"No",0.8064570783634597,0.1935429216365404,"No",0.6129141567269193
"Yes","No","DSL","Month-to-month",24.0,55.15,"No",0.926869935309389,0.07313006469061106,"No",0.853739870618778
"No","Yes","DSL","Month-to-month",5.0,64.0,"No",0.774656794701266,0.225343205298734,"No",0.549313589402532
"Yes","Yes","DSL","Two year",72.0,80.2,"No",0.9571585769396836,0.04284142306031632,"No",0.9143171538793673
"No","No","DSL","Month-to-month",24.0,49.3,"No",0.8703482531610409,0.12965174683895905,"No",0.7406965063220818
"No","Yes","DSL","Two year",42.0,84.35,"No",0.9501689827405517,0.049831017259448274,"No",0.9003379654811035
"No","Yes","Fiber optic","One year",31.0,103.45,"Yes",0.7786473611936325,0.2213526388063675,"No",0.5572947223872651
"No","Yes","DSL","Two year",15.0,25.2,"No",0.9562555286768807,0.04374447132311926,"No",0.9125110573537614
"No","No","DSL","Month-to-month",1.0,20.3,"No",0.8319909416644675,0.16800905833553248,"No",0.663981883328935
"No","No","Fiber optic","One year",37.0,80.05,"No",0.8993133582062712,0.10068664179372873,"No",0.7986267164125425
"No","No","DSL","One year",63.0,70.8,"No",0.9456987134468119,0.05430128655318813,"No",0.8913974268936238
"No","No","DSL","Month-to-month",2.0,70.75,"Yes",0.7719026942562164,0.22809730574378365,"No",0.5438053885124328
"No","Yes","DSL","Two year",64.0,25.55,"No",0.9587697906863556,0.041230209313644496,"No",0.9175395813727111
"No","Yes","Fiber optic","Month-to-month",4.0,85.65,"Yes",0.30822097446311525,0.6917790255368846,"Yes",0.3835580510737694
"No","No","DSL","One year",38.0,70.15,"Yes",0.9439342228629011,0.05606577713709887,"No",0.8878684457258021
"No","Yes","Fiber optic","One year",66.0,95.3,"No",0.8784841552294217,0.12151584477057824,"No",0.7569683104588435
"No","No","DSL","Month-to-month",18.0,50.3,"No",0.843099919052542,0.15690008094745797,"No",0.686199838105084
"No","Yes","Fiber optic","Month-to-month",51.0,97.8,"Yes",0.7185153321150924,0.2814846678849075,"No",0.43703066423018494
"No","No","DSL","Month-to-month",1.0,46.3,"Yes",0.7030827333816309,0.2969172666183691,"No",0.40616546676326176
"No","Yes","Fiber optic","Month-to-month",41.0,106.3,"Yes",0.6065614865970833,0.39343851340291663,"No",0.21312297319416668
"Yes","No","DSL","Two year",55.0,20.3,"No",0.9592718656125636,0.04072813438743637,"No",0.9185437312251272
"No","No","Fiber optic","Month-to-month",12.0,89.4,"Yes",0.49073667412513533,0.5092633258748647,"Yes",0.01852665174972934
"Yes","Yes","DSL","Two year",68.0,88.0,"No",0.9562707905993201,0.04372920940067998,"No",0.9125415811986402
"No","No","DSL","Month-to-month",49.0,43.8,"No",0.9172575193393535,0.08274248066064643,"No",0.834515038678707
"No","No","DSL","One year",40.0,62.05,"No",0.945423111374719,0.05457688862528093,"No",0.890846222749438
"No","No","DSL","One year",16.0,20.1,"No",0.9537873359410344,0.046212664058965514,"No",0.9075746718820689
"No","Yes","Fiber optic","Month-to-month",2.0,84.05,"No",0.29753838763577467,0.7024616123642252,"Yes",0.40492322472845055
"Yes","No","DSL","Two year",23.0,20.9,"No",0.9585746741125223,0.04142532588747775,"No",0.9171493482250446
"No","No","DSL","Month-to-month",1.0,44.15,"Yes",0.7003443617427375,0.29965563825726244,"No",0.4006887234854751
"No","No","DSL","Month-to-month",16.0,53.9,"Yes",0.83499733363896,0.16500266636104008,"No",0.6699946672779199
"No","No","DSL","One year",54.0,44.1,"No",0.9518768221731636,0.048123177826836394,"No",0.9037536443463272
"Yes","Yes","DSL","Month-to-month",4.0,50.85,"Yes",0.9113436726833438,0.08865632731665606,"No",0.8226873453666878
"Yes","No","DSL","Month-to-month",1.0,59.2,"Yes",0.8744429291739899,0.12555707082600998,"No",0.7488858583479799
"No","No","DSL","Month-to-month",27.0,53.45,"No",0.8808889838133974,0.1191110161866027,"No",0.7617779676267947
"No","No","Fiber optic","Month-to-month",13.0,83.2,"Yes",0.527582810706924,0.47241718929307597,"No",0.055165621413848065
"No","No","DSL","Two year",19.0,19.65,"No",0.9562741516411983,0.043725848358801646,"No",0.9125483032823967
"Yes","No","DSL","Month-to-month",11.0,19.25,"Yes",0.9373803855715783,0.0626196144284215,"No",0.8747607711431569
"No","Yes","Fiber optic","Month-to-month",57.0,104.9,"No",0.7179710158100493,0.2820289841899506,"No",0.4359420316200987
"No","No","DSL","Month-to-month",2.0,54.85,"Yes",0.7285962749704936,0.27140372502950627,"No",0.45719254994098735
"No","No","DSL","Month-to-month",2.0,19.3,"No",0.8474591403628842,0.15254085963711575,"No",0.6949182807257684
"No","Yes","Fiber optic","Month-to-month",1.0,95.1,"Yes",0.2688347662714858,0.7311652337285142,"Yes",0.4623304674570284
"Yes","No","Fiber optic","Month-to-month",4.0,73.75,"Yes",0.49922729728595816,0.5007727027140418,"Yes",0.0015454054280836793
"No","No","DSL","Month-to-month",7.0,20.65,"No",0.8739625589484197,0.1260374410515805,"No",0.7479251178968391
"No","No","DSL","Month-to-month",65.0,55.15,"No",0.9151696903712844,0.08483030962871557,"No",0.8303393807425687
"No","No","Fiber optic","Month-to-month",1.0,70.6,"No",0.41546647579485224,0.5845335242051478,"Yes",0.16906704841029557
"No","No","DSL","One year",56.0,19.95,"No",0.9565912235747591,0.04340877642524099,"No",0.9131824471495181
"No","Yes","DSL","One year",26.0,61.55,"No",0.9476891321746713,0.0523108678253287,"No",0.8953782643493426
"No","Yes","Fiber optic","Month-to-month",62.0,90.7,"No",0.8252063360347077,0.17479366396529228,"No",0.6504126720694154
"Yes","No","Fiber optic","One year",58.0,99.25,"No",0.9236497620843758,0.07635023791562427,"No",0.8472995241687515
"No","Yes","DSL","Two year",68.0,91.7,"No",0.9519712112028266,0.048028788797173504,"No",0.903942422405653
"No","Yes","Fiber optic","Month-to-month",4.0,88.95,"Yes",0.29999574765035636,0.7000042523496436,"Yes",0.4000085046992872
"No","No","DSL","Month-to-month",4.0,20.45,"No",0.8549099977112197,0.14509000228878027,"No",0.7098199954224393
"No","No","DSL","Two year",67.0,20.05,"No",0.9587389539582011,0.04126104604179909,"No",0.9174779079164019
"No","No","DSL","Month-to-month",4.0,50.7,"Yes",0.73787251164009,0.26212748835991,"No",0.47574502328018003
"No","Yes","Fiber optic","Two year",70.0,113.65,"No",0.9327647417076642,0.06723525829233569,"No",0.8655294834153285
"No","No","DSL","Month-to-month",3.0,53.4,"Yes",0.7346775007406174,0.26532249925938256,"No",0.4693550014812349
"No","Yes","Fiber optic","Month-to-month",53.0,101.9,"Yes",0.7108165476318874,0.28918345236811266,"No",0.42163309526377474
"Yes","No","DSL","Two year",2.0,59.5,"No",0.9518363165267153,0.048163683473284646,"No",0.9036726330534306
"Yes","No","DSL","Month-to-month",8.0,56.3,"No",0.8971450646962608,0.10285493530373939,"No",0.7942901293925214
"No","Yes","DSL","Month-to-month",26.0,69.5,"No",0.89512174273721,0.10487825726279,"No",0.79024348547442
"Yes","No","DSL","Month-to-month",1.0,50.6,"Yes",0.8738951611629302,0.12610483883706983,"No",0.7477903223258604
"Yes","No","Fiber optic","One year",28.0,70.4,"No",0.9255615561214978,0.0744384438785022,"No",0.8511231122429956
"No","No","Fiber optic","Month-to-month",1.0,69.8,"Yes",0.41873176338912965,0.5812682366108703,"Yes",0.1625364732217407
"Yes","No","DSL","One year",53.0,19.55,"No",0.9583862089539017,0.04161379104609828,"No",0.9167724179078034
"No","Yes","Fiber optic","Month-to-month",24.0,101.05,"Yes",0.4731961449633258,0.5268038550366742,"Yes",0.05360771007334836
"No","No","Fiber optic","Month-to-month",2.0,71.3,"No",0.4237829893341066,0.5762170106658935,"Yes",0.1524340213317869
"No","No","DSL","One year",25.0,19.5,"No",0.9553338933986621,0.04466610660133785,"No",0.9106677867973243
"Yes","No","DSL","One year",34.0,60.8,"No",0.9540773366358112,0.045922663364188744,"No",0.9081546732716225
"No","No","Fiber optic","Month-to-month",29.0,98.8,"No",0.7082175219720575,0.2917824780279425,"No",0.41643504394411496
"No","No","DSL","One year",36.0,35.35,"No",0.9527706913223226,0.04722930867767744,"No",0.9055413826446452
"No","Yes","Fiber optic","One year",58.0,107.75,"No",0.814280421789428,0.18571957821057197,"No",0.6285608435788561
"No","Yes","Fiber optic","One year",39.0,81.4,"No",0.8866650304287865,0.1133349695712134,"No",0.7733300608575732
"No","Yes","Fiber optic","One year",70.0,104.8,"No",0.8571885908744097,0.14281140912559018,"No",0.7143771817488195
"No","No","DSL","Month-to-month",1.0,44.95,"No",0.701155549848715,0.29884445015128513,"No",0.40231109969742984
"No","Yes","Fiber optic","One year",70.0,97.65,"No",0.8795886529087932,0.12041134709120677,"No",0.7591773058175864
"No","No","Fiber optic","Month-to-month",1.0,90.55,"Yes",0.37930889587796196,0.6206911041220381,"Yes",0.24138220824407614
"No","No","Fiber optic","Month-to-month",26.0,88.8,"Yes",0.6985581239972886,0.30144187600271155,"No",0.397116247994577
"Yes","No","DSL","Month-to-month",55.0,55.7,"No",0.9438459954979116,0.05615400450208835,"No",0.8876919909958232
"No","Yes","Fiber optic","Month-to-month",7.0,85.2,"Yes",0.33664285283769474,0.6633571471623053,"Yes",0.3267142943246106
"No","No","DSL","Month-to-month",4.0,45.9,"No",0.7299703338674587,0.27002966613254137,"No",0.4599406677349173
"Yes","Yes","DSL","Two year",72.0,25.1,"No",0.959502614861798,0.04049738513820206,"No",0.919005229723596
"No","No","Fiber optic","Month-to-month",15.0,91.5,"No",0.5328169022696724,0.46718309773032757,"No",0.06563380453934481
"Yes","No","DSL","Month-to-month",8.0,51.3,"No",0.8980520562244534,0.10194794377554671,"No",0.7961041124489067
"No","Yes","DSL","One year",23.0,78.55,"No",0.9431949424474938,0.056805057552506234,"No",0.8863898848949876
"No","No","Fiber optic","Month-to-month",38.0,83.45,"No",0.7963373779806066,0.20366262201939342,"No",0.5926747559612131
"No","Yes","Fiber optic","Month-to-month",2.0,73.25,"Yes",0.3403469349024397,0.6596530650975603,"Yes",0.31930613019512055
"No","Yes","Fiber optic","One year",47.0,94.8,"No",0.8428881146923707,0.15711188530762926,"No",0.6857762293847414
"Yes","No","DSL","Two year",52.0,20.1,"No",0.9592443435149068,0.040755656485093196,"No",0.9184886870298137
"No","Yes","DSL","Month-to-month",9.0,59.9,"No",0.818389402261524,0.18161059773847602,"No",0.636778804523048
"No","Yes","DSL","One year",26.0,90.1,"No",0.9413043439521501,0.058695656047849876,"No",0.8826086879043002
"Yes","No","DSL","Month-to-month",8.0,51.05,"Yes",0.8981480513201472,0.10185194867985294,"No",0.7962961026402943
"No","Yes","Fiber optic","Month-to-month",1.0,75.35,"Yes",0.3208444856917871,0.679155514308213,"Yes",0.3583110286164259
"No","No","Fiber optic","Month-to-month",2.0,69.3,"No",0.43243986462217543,0.5675601353778246,"Yes",0.13512027075564914
"No","No","DSL","Month-to-month",1.0,20.9,"Yes",0.8274744419564769,0.17252555804352307,"No",0.6549488839129538
"No","Yes","Fiber optic","One year",58.0,94.3,"No",0.8646363430645666,0.13536365693543345,"No",0.7292726861291332
"No","No","DSL","Month-to-month",9.0,24.95,"No",0.8619910956616037,0.13800890433839638,"No",0.7239821913232073
"No","No","DSL","Month-to-month",4.0,19.75,"No",0.8593675597720617,0.1406324402279384,"No",0.7187351195441233
"No","No","DSL","Month-to-month",1.0,44.9,"No",0.7010856468880434,0.29891435311195663,"No",0.4021712937760868
"No","No","DSL","Month-to-month",1.0,19.45,"No",0.8383200651405458,0.16167993485945417,"No",0.6766401302810916
"No","Yes","Fiber optic","Month-to-month",43.0,84.85,"No",0.7389293687418378,0.26107063125816216,"No",0.47785873748367563
"No","Yes","Fiber optic","Two year",72.0,112.1,"No",0.9354525271968054,0.06454747280319466,"No",0.8709050543936108
"No","Yes","Fiber optic","Month-to-month",11.0,84.8,"Yes",0.3845721139583391,0.6154278860416609,"Yes",0.23085577208332175
"No","Yes","Fiber optic","Month-to-month",50.0,95.05,"Yes",0.7250294552428495,0.2749705447571505,"No",0.45005891048569896
"No","No","DSL","Month-to-month",5.0,50.35,"Yes",0.7460774794710098,0.2539225205289903,"No",0.4921549589420195
"No","Yes","DSL","Month-to-month",17.0,69.0,"No",0.8597982711290459,0.14020172887095417,"No",0.7195965422580918
"No","No","DSL","Month-to-month",15.0,59.45,"Yes",0.8398128062173873,0.16018719378261273,"No",0.6796256124347746
"Yes","No","Fiber optic","One year",46.0,105.2,"Yes",0.9115763448256495,0.08842365517435051,"No",0.8231526896512991
"Yes","Yes","Fiber optic","Two year",64.0,109.2,"No",0.939785970389532,0.0602140296104679,"No",0.8795719407790641
"No","Yes","Fiber optic","Month-to-month",1.0,79.15,"No",0.30617419718576677,0.6938258028142332,"Yes",0.38765160562846646
"Yes","No","DSL","One year",25.0,53.65,"No",0.9542270263658225,0.04577297363417741,"No",0.908454052731645
"No","No","DSL","Month-to-month",8.0,45.15,"Yes",0.7657788610362378,0.2342211389637622,"No",0.5315577220724756
"No","Yes","Fiber optic","Two year",72.0,105.6,"No",0.9397584504428721,0.06024154955712798,"No",0.8795169008857441
"Yes","No","DSL","Two year",61.0,68.05,"No",0.9576600110909531,0.042339988909046854,"No",0.9153200221819062
"No","No","Fiber optic","Month-to-month",32.0,96.2,"Yes",0.7339696192545239,0.2660303807454761,"No",0.4679392385090478
"No","Yes","Fiber optic","Two year",68.0,102.1,"No",0.9392079574038973,0.060792042596102734,"No",0.8784159148077946
"No","Yes","DSL","Two year",62.0,23.4,"No",0.9588383749962333,0.041161625003766765,"No",0.9176767499924665
"No","Yes","Fiber optic","Month-to-month",20.0,85.25,"Yes",0.5082992565177298,0.4917007434822702,"No",0.01659851303545956
"Yes","Yes","Fiber optic","One year",28.0,92.2,"No",0.8845937138524512,0.11540628614754884,"No",0.7691874277049023
"No","No","DSL","Two year",27.0,19.85,"No",0.9571974189038676,0.04280258109613241,"No",0.9143948378077351
"No","No","DSL","Month-to-month",1.0,50.75,"Yes",0.7102950897656471,0.2897049102343529,"No",0.42059017953129424
"Yes","Yes","DSL","One year",53.0,84.6,"No",0.9530475045812822,0.04695249541871795,"No",0.9060950091625642
"Yes","No","Fiber optic","Month-to-month",14.0,89.65,"Yes",0.6025074920958055,0.39749250790419466,"No",0.2050149841916108
"No","No","DSL","Month-to-month",59.0,51.7,"No",0.9128228779244999,0.08717712207550014,"No",0.8256457558489998
"Yes","Yes","DSL","One year",72.0,23.3,"No",0.9590522039648567,0.04094779603514331,"No",0.9181044079297134
"Yes","No","DSL","Month-to-month",9.0,72.9,"Yes",0.905215343999276,0.09478465600072405,"No",0.8104306879985519
"Yes","No","DSL","One year",40.0,60.3,"No",0.9544433679145845,0.04555663208541553,"No",0.908886735829169
"No","No","Fiber optic","One year",34.0,90.15,"No",0.8764251802346904,0.1235748197653096,"No",0.7528503604693808
"No","No","DSL","Month-to-month",5.0,40.0,"Yes",0.743186389535602,0.25681361046439793,"No",0.4863727790712041
"No","Yes","Fiber optic","Month-to-month",9.0,99.45,"Yes",0.32127653698883557,0.6787234630111644,"Yes",0.3574469260223288
"No","Yes","DSL","Month-to-month",9.0,69.05,"No",0.8044734694366191,0.19552653056338085,"No",0.6089469388732383
"No","No","Fiber optic","Month-to-month",2.0,86.25,"Yes",0.3876491313807306,0.6123508686192695,"Yes",0.22470173723853887
"No","No","DSL","Month-to-month",9.0,40.75,"No",0.7792965385671966,0.22070346143280328,"No",0.5585930771343933
"No","No","DSL","Month-to-month",3.0,55.35,"Yes",0.7389952865636618,0.26100471343633824,"No",0.4779905731273235
"No","No","DSL","Month-to-month",1.0,46.3,"No",0.7030827333816309,0.2969172666183691,"No",0.40616546676326176
"Yes","No","DSL","Month-to-month",55.0,20.0,"No",0.954256015334119,0.04574398466588103,"No",0.9085120306682379
"Yes","No","DSL","Month-to-month",38.0,19.6,"No",0.9526657068883925,0.04733429311160747,"No",0.9053314137767849
"No","Yes","Fiber optic","One year",70.0,101.75,"No",0.8664564992144047,0.13354350078559526,"No",0.7329129984288094
"Yes","Yes","DSL","Month-to-month",47.0,54.25,"No",0.9492368195184544,0.050763180481545656,"No",0.8984736390369088
"Yes","No","DSL","Two year",72.0,85.3,"No",0.9571052980494055,0.04289470195059453,"No",0.914210596098811
"No","No","Fiber optic","Month-to-month",37.0,72.25,"No",0.8375366369205057,0.16246336307949416,"No",0.6750732738410116
"Yes","Yes","Fiber optic","Month-to-month",62.0,96.1,"No",0.8449167277579214,0.15508327224207874,"No",0.6898334555158426
"No","No","DSL","Two year",71.0,19.85,"No",0.9588171449163893,0.04118285508361077,"No",0.9176342898327785
"No","No","Fiber optic","Month-to-month",1.0,71.25,"No",0.41284794801195357,0.5871520519880463,"Yes",0.17430410397609275
"No","Yes","Fiber optic","Two year",72.0,113.8,"No",0.9343181572776267,0.06568184272237336,"No",0.8686363145552534
"No","Yes","Fiber optic","One year",60.0,100.5,"No",0.8428638591032102,0.1571361408967899,"No",0.6857277182064203
"No","Yes","Fiber optic","Month-to-month",29.0,95.9,"Yes",0.5411754908601139,0.4588245091398861,"No",0.08235098172022776
"No","No","DSL","Two year",49.0,74.45,"No",0.9535139752406429,0.04648602475935718,"No",0.9070279504812857
"Yes","Yes","DSL","Two year",39.0,25.0,"No",0.9591232618894892,0.04087673811051077,"No",0.9182465237789784
"Yes","Yes","Fiber optic","One year",51.0,90.15,"No",0.920447206624376,0.07955279337562415,"No",0.8408944132487518
"Yes","Yes","DSL","Two year",71.0,25.35,"No",0.9594932321471425,0.040506767852857395,"No",0.9189864642942851
"No","No","DSL","Two year",38.0,60.0,"No",0.9535759615567282,0.046424038443271844,"No",0.9071519231134564
"No","No","DSL","Month-to-month",32.0,19.4,"No",0.9397843076802466,0.06021569231975343,"No",0.8795686153604931
"No","Yes","Fiber optic","One year",67.0,109.9,"No",0.8353188665911334,0.16468113340886648,"No",0.6706377331822669
"No","No","DSL","Month-to-month",9.0,45.15,"Yes",0.7750061988469407,0.22499380115305923,"No",0.5500123976938814
"No","No","DSL","Month-to-month",4.0,50.8,"No",0.7380739197665652,0.26192608023343467,"No",0.47614783953313056
"No","Yes","Fiber optic","Two year",71.0,99.0,"No",0.9429263068992407,0.057073693100759194,"No",0.8858526137984816
"Yes","Yes","Fiber optic","Month-to-month",50.0,84.4,"Yes",0.8658434715690427,0.13415652843095724,"No",0.7316869431380855
"No","Yes","Fiber optic","Month-to-month",44.0,111.5,"No",0.6158677530511459,0.384132246948854,"No",0.23173550610229193
"No","Yes","DSL","One year",54.0,70.15,"Yes",0.9468907976564743,0.05310920234352586,"No",0.8937815953129484
"No","No","DSL","One year",30.0,70.4,"No",0.9434655790440883,0.05653442095591168,"No",0.8869311580881767
"No","No","DSL","Month-to-month",9.0,40.65,"Yes",0.7794456055436102,0.2205543944563898,"No",0.5588912110872204
"No","Yes","Fiber optic","Month-to-month",13.0,75.0,"Yes",0.47815535856430125,0.5218446414356988,"Yes",0.043689282871397506
"Yes","No","Fiber optic","One year",19.0,100.0,"Yes",0.872939498923612,0.127060501076388,"No",0.745878997847224
"No","No","Fiber optic","Month-to-month",1.0,71.15,"Yes",0.4132489276849962,0.5867510723150038,"Yes",0.17350214463000757
"No","Yes","DSL","One year",37.0,64.65,"No",0.9471751238563014,0.052824876143698664,"No",0.8943502477126027
"Yes","Yes","Fiber optic","Two year",67.0,108.75,"Yes",0.9417277440769594,0.058272255923040674,"No",0.8834554881539187
"No","Yes","Fiber optic","Month-to-month",59.0,83.25,"No",0.847579655638676,0.15242034436132396,"No",0.695159311277352
"No","Yes","Fiber optic","Month-to-month",20.0,79.15,"Yes",0.5507409223522609,0.44925907764773915,"No",0.10148184470452176
"No","Yes","Fiber optic","Month-to-month",26.0,84.3,"No",0.5838222629673601,0.41617773703264,"No",0.16764452593472007
"Yes","No","DSL","Two year",69.0,19.9,"No",0.9593947239897241,0.040605276010275825,"No",0.9187894479794483
"No","No","DSL","Two year",11.0,20.4,"No",0.954727813304785,0.04527218669521499,"No",0.9094556266095699
"No","No","DSL","One year",44.0,65.4,"No",0.945202121339383,0.05479787866061716,"No",0.8904042426787658
"No","No","Fiber optic","Month-to-month",11.0,78.5,"No",0.5181144891669304,0.4818855108330697,"No",0.036228978333860684
"No","No","DSL","Month-to-month",29.0,48.95,"No",0.8867185563034422,0.11328144369655774,"No",0.7734371126068844
"No","No","DSL","One year",28.0,18.25,"No",0.9557379570590293,0.04426204294097078,"No",0.9114759141180585
"No","Yes","Fiber optic","Month-to-month",3.0,96.6,"Yes",0.27974142080032394,0.7202585791996761,"Yes",0.4405171583993521
"Yes","Yes","DSL","Two year",23.0,77.15,"No",0.9547589657410542,0.04524103425894582,"No",0.9095179314821085
"No","No","DSL","One year",8.0,20.2,"No",0.9515675169990231,0.04843248300097689,"No",0.9031350339980462
"No","Yes","DSL","Month-to-month",5.0,50.6,"Yes",0.8094610899281255,0.19053891007187448,"No",0.618922179856251
